============================= test session starts ==============================
platform linux -- Python 3.12.2, pytest-9.0.3, pluggy-1.6.0 -- /arf/home/scolakoglu/NLP_Project/.venv-audit/bin/python
cachedir: .pytest_cache
rootdir: /arf/home/scolakoglu/NLP_Project
configfile: pyproject.toml
plugins: cov-7.1.0, hydra-core-1.3.2, anyio-4.13.0
tests/regression/test_golden.py::test_golden_root_present[gold_017] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_018] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_019] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_020] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_021] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_022] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_023] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_024] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_025] PASSED [ 63%]
tests/regression/test_golden.py::test_golden_root_present[gold_026] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_027] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_028] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_029] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_030] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_031] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_032] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_033] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_034] PASSED [ 64%]
tests/regression/test_golden.py::test_golden_root_present[gold_035] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_036] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_037] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_038] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_039] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_040] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_041] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_042] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_043] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_044] PASSED [ 65%]
tests/regression/test_golden.py::test_golden_root_present[gold_045] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_046] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_047] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_048] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_049] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_050] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_051] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_root_present[gold_052] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_tags_present[gold_001] PASSED [ 66%]
tests/regression/test_golden.py::test_golden_tags_present[gold_002] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_003] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_004] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_005] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_006] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_007] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_008] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_009] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_010] PASSED [ 67%]
tests/regression/test_golden.py::test_golden_tags_present[gold_011] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_012] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_013] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_014] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_015] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_016] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_017] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_018] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_019] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_020] PASSED [ 68%]
tests/regression/test_golden.py::test_golden_tags_present[gold_021] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_022] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_023] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_024] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_025] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_026] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_027] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_028] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_029] PASSED [ 69%]
tests/regression/test_golden.py::test_golden_tags_present[gold_030] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_031] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_032] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_033] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_034] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_035] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_036] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_037] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_038] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_039] PASSED [ 70%]
tests/regression/test_golden.py::test_golden_tags_present[gold_040] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_041] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_042] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_043] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_044] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_045] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_046] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_047] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_048] PASSED [ 71%]
tests/regression/test_golden.py::test_golden_tags_present[gold_049] PASSED [ 72%]
tests/regression/test_golden.py::test_golden_tags_present[gold_050] PASSED [ 72%]
tests/regression/test_golden.py::test_golden_tags_present[gold_051] PASSED [ 72%]
tests/regression/test_golden.py::test_golden_tags_present[gold_052] PASSED [ 72%]
tests/regression/test_known_analyses.py::TestAmbiguousWords::test_yuz_ambiguity PASSED [ 72%]
tests/regression/test_known_analyses.py::TestAmbiguousWords::test_yazar_ambiguity PASSED [ 72%]
tests/regression/test_known_analyses.py::TestAmbiguousWords::test_alan_ambiguity PASSED [ 72%]
tests/regression/test_known_analyses.py::TestInflectedWords::test_evlerinden PASSED [ 72%]
tests/regression/test_known_analyses.py::TestInflectedWords::test_gidiyorum PASSED [ 72%]
tests/regression/test_known_analyses.py::TestInflectedWords::test_kitabi PASSED [ 73%]
tests/regression/test_known_analyses.py::TestInflectedWords::test_okudum PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_plural PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_locative PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_dative PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_genitive PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_ablative PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_instrumental PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_possessive PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_past_tense PASSED [ 73%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_future_tense PASSED [ 74%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_negative PASSED [ 74%]
tests/regression/test_known_analyses.py::TestSuffixTypes::test_causative PASSED [ 74%]
tests/regression/test_known_analyses.py::TestEdgeCases::test_single_char PASSED [ 74%]
tests/regression/test_known_analyses.py::TestEdgeCases::test_empty_string PASSED [ 74%]
tests/regression/test_known_analyses.py::TestEdgeCases::test_unknown_word PASSED [ 74%]
tests/regression/test_known_analyses.py::TestEdgeCases::test_proper_noun PASSED [ 74%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_simple_plural PASSED [ 74%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_accusative PASSED [ 74%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_dative PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_locative PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_ablative PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_genitive PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_multi_suffix PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_no_suffix_bare_root PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_nominative_zero_morph PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestExtractBoundaries::test_empty_canonical PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestConsonantMutation::test_kitap_to_kitab PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestConsonantMutation::test_find_root_end_mutation PASSED [ 75%]
tests/resource/test_boundary_extractor.py::TestVowelDeletion::test_find_root_end_default PASSED [ 76%]
tests/resource/test_boundary_extractor.py::TestEdgeCases::test_empty_surface PASSED [ 76%]
tests/resource/test_boundary_extractor.py::TestEdgeCases::test_root_longer_than_surface PASSED [ 76%]
tests/resource/test_importers.py::TestParseConllu::test_returns_morph_entries PASSED [ 76%]
tests/resource/test_importers.py::TestParseConllu::test_skips_punct PASSED [ 76%]
tests/resource/test_importers.py::TestParseConllu::test_entry_source PASSED [ 76%]
tests/resource/test_importers.py::TestParseConllu::test_entry_tier PASSED [ 76%]
tests/resource/test_importers.py::TestImportBoun::test_raises_if_dir_missing PASSED [ 76%]
tests/resource/test_importers.py::TestImportBoun::test_imports_to_db PASSED [ 76%]
tests/resource/test_importers.py::TestTagMappings::test_ud_noun_loc PASSED [ 77%]
tests/resource/test_importers.py::TestTagMappings::test_ud_verb_past PASSED [ 77%]
tests/resource/test_importers.py::TestTagMappings::test_unimorph_noun_pl_abl PASSED [ 77%]
tests/resource/test_importers.py::TestTagMappings::test_ud_feats_starts_with_lemma PASSED [ 77%]
tests/resource/test_quality_check.py::TestAssignResourceTier::test_boun_source_is_gold PASSED [ 77%]
tests/resource/test_quality_check.py::TestAssignResourceTier::test_imst_source_is_gold PASSED [ 77%]
tests/resource/test_quality_check.py::TestAssignResourceTier::test_boun_overrides_disagreement PASSED [ 77%]
tests/resource/test_quality_check.py::TestAssignResourceTier::test_unimorph_zeyrek_agree_is_silver PASSED [ 77%]
tests/resource/test_quality_check.py::TestAssignResourceTier::test_zeyrek_only_is_bronze PASSED [ 77%]
tests/resource/test_quality_check.py::TestAssignResourceTier::test_disagreement_is_bronze PASSED [ 78%]
tests/resource/test_quality_check.py::TestComputeAgreement::test_single_source_is_1 PASSED [ 78%]
tests/resource/test_quality_check.py::TestComputeAgreement::test_all_agree_is_1 PASSED [ 78%]
tests/resource/test_quality_check.py::TestComputeAgreement::test_partial_agreement PASSED [ 78%]
tests/resource/test_quality_check.py::TestComputeAgreement::test_empty_is_0 PASSED [ 78%]
tests/resource/test_quality_check.py::TestTierFromEntries::test_boun_entry_gives_gold PASSED [ 78%]
tests/resource/test_quality_check.py::TestTierFromEntries::test_two_sources_agree_gives_silver PASSED [ 78%]
tests/resource/test_schema.py::TestMorphEntry::test_frozen PASSED        [ 78%]
tests/resource/test_schema.py::TestMorphEntry::test_fields PASSED        [ 78%]
tests/resource/test_schema.py::TestMorphDatabase::test_insert_and_query PASSED [ 78%]
tests/resource/test_schema.py::TestMorphDatabase::test_duplicate_insert_ignored PASSED [ 79%]
tests/resource/test_schema.py::TestMorphDatabase::test_different_sources_both_stored PASSED [ 79%]
tests/resource/test_schema.py::TestMorphDatabase::test_get_stats PASSED  [ 79%]
tests/resource/test_schema.py::TestMorphDatabase::test_export_jsonl PASSED [ 79%]
tests/resource/test_schema.py::TestMorphDatabase::test_update_tier PASSED [ 79%]
tests/resource/test_training_bridge.py::TestExportTrainingData::test_export_creates_file PASSED [ 79%]
tests/resource/test_training_bridge.py::TestExportTrainingData::test_tier_mapping PASSED [ 79%]
tests/resource/test_training_bridge.py::TestExportTrainingData::test_record_format PASSED [ 79%]
tests/resource/test_training_bridge.py::TestExportTrainingData::test_max_bronze_limit PASSED [ 79%]
tests/test_ariturk.py::test_imports PASSED                               [ 80%]
tests/test_ariturk.py::test_version PASSED                               [ 80%]
tests/test_ariturk.py::TestTurkishLower::test_dotless_i PASSED           [ 80%]
tests/test_ariturk.py::TestTurkishLower::test_dotted_i PASSED            [ 80%]
tests/test_ariturk.py::TestTurkishLower::test_turkce PASSED              [ 80%]
tests/test_ariturk.py::TestTurkishLower::test_mixed PASSED               [ 80%]
tests/test_ariturk.py::TestTurkishUpper::test_dotted_i PASSED            [ 80%]
tests/test_ariturk.py::TestTurkishUpper::test_dotless_i PASSED           [ 80%]
tests/test_ariturk.py::TestNormalize::test_strip_whitespace PASSED       [ 80%]
tests/test_ariturk.py::TestNormalize::test_collapse_internal_spaces PASSED [ 80%]
tests/test_ariturk.py::TestIsValidTurkish::test_valid PASSED             [ 81%]
tests/test_ariturk.py::TestIsValidTurkish::test_invalid_special_chars PASSED [ 81%]
tests/test_ariturk.py::TestTextCleaner::test_basic_clean PASSED          [ 81%]
tests/test_ariturk.py::TestTextCleaner::test_no_lowercase PASSED         [ 81%]
tests/test_ariturk.py::TestTextCleaner::test_remove_punctuation PASSED   [ 81%]
tests/test_ariturk.py::TestTextCleaner::test_min_word_length PASSED      [ 81%]
tests/test_ariturk.py::TestTextCleaner::test_clean_batch PASSED          [ 81%]
tests/test_ariturk.py::TestTextCleaner::test_is_clean PASSED             [ 81%]
tests/test_ariturk.py::TestQualityChecker::test_gold_from_boun PASSED    [ 81%]
tests/test_ariturk.py::TestQualityChecker::test_gold_from_imst PASSED    [ 82%]
tests/test_ariturk.py::TestQualityChecker::test_silver PASSED            [ 82%]
tests/test_ariturk.py::TestQualityChecker::test_bronze_single_source PASSED [ 82%]
tests/test_ariturk.py::TestQualityChecker::test_bronze_disagree PASSED   [ 82%]
tests/test_ariturk.py::TestQualityChecker::test_validate_ok PASSED       [ 82%]
tests/test_ariturk.py::TestQualityChecker::test_validate_missing_prefix PASSED [ 82%]
tests/test_ariturk.py::TestQualityChecker::test_validate_empty PASSED    [ 82%]
tests/test_ariturk.py::TestBoundaryExtractor::test_simple_plural PASSED  [ 82%]
tests/test_ariturk.py::TestBoundaryExtractor::test_possessive_ablative PASSED [ 82%]
tests/test_ariturk.py::TestBoundaryExtractor::test_no_suffix PASSED      [ 82%]
tests/test_ariturk.py::TestBoundaryExtractor::test_extract_batch PASSED  [ 83%]
tests/test_kokturk.py::test_atomizer_import PASSED                       [ 83%]
tests/test_kokturk.py::test_analysis_result_import PASSED                [ 83%]
tests/test_kokturk.py::test_version PASSED                               [ 83%]
tests/test_kokturk.py::test_atomizer_analyze PASSED                      [ 83%]
tests/test_kokturk.py::test_atomizer_analyze_all PASSED                  [ 83%]
tests/test_kokturk.py::test_to_canonical PASSED                          [ 83%]
tests/test_kokturk.py::test_analyze_batch PASSED                         [ 83%]
tests/test_kokturk.py::test_unknown_word_returns_string PASSED           [ 83%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_all_indices_covered PASSED [ 84%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_batch_size_respected PASSED [ 84%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_drop_last PASSED [ 84%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_len PASSED [ 84%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_subset_indices PASSED [ 84%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_shuffle_changes_order PASSED [ 84%]
tests/train/test_bucket_batching.py::TestBucketBatchSampler::test_auto_boundaries PASSED [ 84%]
tests/train/test_bucket_batching.py::TestComputePadFraction::test_no_padding PASSED [ 84%]
tests/train/test_bucket_batching.py::TestComputePadFraction::test_heavy_padding PASSED [ 84%]
tests/train/test_bucket_batching.py::TestComputePadFraction::test_empty PASSED [ 85%]
tests/train/test_bucket_batching.py::TestComputePadFraction::test_single_item PASSED [ 85%]
tests/train/test_bucket_batching.py::TestDynamicPadCollate::test_pads_to_batch_max PASSED [ 85%]
tests/train/test_bucket_batching.py::TestDynamicPadCollate::test_preserves_values PASSED [ 85%]
tests/train/test_bucket_batching.py::TestAnalyzeBatchingEfficiency::test_bucket_better_than_naive PASSED [ 85%]
tests/train/test_bucket_batching.py::TestAnalyzeBatchingEfficiency::test_uniform_lengths PASSED [ 85%]
tests/train/test_bucket_batching.py::TestAnalyzeBatchingEfficiency::test_empty PASSED [ 85%]
tests/train/test_char_gru.py::TestBahdanauAttention::test_output_shapes PASSED [ 85%]
tests/train/test_char_gru.py::TestBahdanauAttention::test_weights_sum_to_one PASSED [ 85%]
tests/train/test_char_gru.py::TestMorphAtomizer::test_forward_with_teacher_forcing PASSED [ 85%]
tests/train/test_char_gru.py::TestMorphAtomizer::test_forward_without_target PASSED [ 86%]
tests/train/test_char_gru.py::TestMorphAtomizer::test_greedy_decode PASSED [ 86%]
tests/train/test_char_gru.py::TestMorphAtomizer::test_loss_decreases PASSED [ 86%]
tests/train/test_char_gru.py::TestMorphAtomizer::test_count_parameters PASSED [ 86%]
tests/train/test_copy_mechanism.py::TestForwardPass::test_forward_returns_tuple PASSED [ 86%]
tests/train/test_copy_mechanism.py::TestForwardPass::test_logits_shape PASSED [ 86%]
tests/train/test_copy_mechanism.py::TestForwardPass::test_root_logits_shape PASSED [ 86%]
tests/train/test_copy_mechanism.py::TestForwardPass::test_forward_no_target PASSED [ 86%]
tests/train/test_copy_mechanism.py::TestGreedyDecode::test_decode_shape PASSED [ 86%]
tests/train/test_copy_mechanism.py::TestGreedyDecode::test_decode_dtype PASSED [ 87%]
tests/train/test_copy_mechanism.py::TestCopyTagDecoder::test_p_gen_range PASSED [ 87%]
tests/train/test_copy_mechanism.py::TestRootHead::test_root_head_output_shape PASSED [ 87%]
tests/train/test_copy_mechanism.py::TestCountParameters::test_count_positive PASSED [ 87%]
tests/train/test_copy_mechanism.py::TestCountParameters::test_copy_model_larger_than_base PASSED [ 87%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_1_gold_only PASSED [ 87%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_3_gold_only PASSED [ 87%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_4_gold_and_silver PASSED [ 87%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_12_gold_and_silver PASSED [ 87%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_13_all_tiers PASSED [ 87%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_20_all_tiers PASSED [ 88%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_21_gold_only PASSED [ 88%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_25_gold_only PASSED [ 88%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_26_all_tiers PASSED [ 88%]
tests/train/test_curriculum.py::TestGetCurriculumPhase::test_epoch_30_all_tiers PASSED [ 88%]
tests/train/test_curriculum.py::TestGetAllowedTiers::test_gold_only PASSED [ 88%]
tests/train/test_curriculum.py::TestGetAllowedTiers::test_gold_and_silver_auto PASSED [ 88%]
tests/train/test_curriculum.py::TestGetAllowedTiers::test_all_tiers PASSED [ 88%]
tests/train/test_curriculum.py::TestScheduledSamplingRatio::test_epoch_0_near_one PASSED [ 88%]
tests/train/test_curriculum.py::TestScheduledSamplingRatio::test_monotonically_decreasing PASSED [ 89%]
tests/train/test_curriculum.py::TestScheduledSamplingRatio::test_approaches_zero PASSED [ 89%]
tests/train/test_curriculum.py::TestGetLearningRate::test_epoch_1_warmup_start PASSED [ 89%]
tests/train/test_curriculum.py::TestGetLearningRate::test_epoch_3_warmup_end PASSED [ 89%]
tests/train/test_curriculum.py::TestGetLearningRate::test_epoch_25_constant PASSED [ 89%]
tests/train/test_curriculum.py::TestGetLearningRate::test_epoch_30_constant PASSED [ 89%]
tests/train/test_curriculum.py::TestComputeTierWeights::test_gold_weight PASSED [ 89%]
tests/train/test_curriculum.py::TestComputeTierWeights::test_silver_auto_weight PASSED [ 89%]
tests/train/test_curriculum.py::TestComputeTierWeights::test_silver_agreed_weight PASSED [ 89%]
tests/train/test_curriculum.py::TestComputeTierWeights::test_batch PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_trendyol_clean_review_strips_noise PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_trendyol_skips_short_reviews PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_bounti_missing_path_returns_zero PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_bounti_reads_local_txt PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_domain_curriculum_initial_state PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_domain_curriculum_manual_advance PASSED [ 90%]
tests/train/test_domain_curriculum.py::test_domain_curriculum_delegates_to_taac PASSED [ 90%]
tests/train/test_dual_head.py::test_attention_pooling_shape PASSED       [ 90%]
tests/train/test_dual_head.py::test_root_head_shape PASSED               [ 90%]
tests/train/test_dual_head.py::test_dual_head_forward_shapes PASSED      [ 91%]
tests/train/test_dual_head.py::test_tag_target_alignment PASSED          [ 91%]
tests/train/test_dual_head.py::test_loss_decreases PASSED                [ 91%]
tests/train/test_dual_head.py::test_greedy_decode_produces_string PASSED [ 91%]
tests/train/test_dual_head.py::test_root_head_uses_gold_at_train PASSED  [ 91%]
tests/train/test_dual_head.py::test_no_sos_first_step PASSED             [ 91%]
tests/train/test_ema.py::test_shadow_matches_initial_params PASSED       [ 91%]
tests/train/test_ema.py::test_update_math PASSED                         [ 91%]
tests/train/test_ema.py::test_apply_restore_roundtrip PASSED             [ 91%]
tests/train/test_ema.py::test_decay_one_never_updates PASSED             [ 92%]
tests/train/test_losses.py::test_focal_gamma_zero_equals_ce PASSED       [ 92%]
tests/train/test_losses.py::test_focal_gamma_positive_differs_from_ce PASSED [ 92%]
tests/train/test_losses.py::test_focal_ignore_index_zero_contribution PASSED [ 92%]
tests/train/test_losses.py::test_focal_no_nan_on_extreme_logits PASSED   [ 92%]
tests/train/test_losses.py::test_focal_label_smoothing_nonzero PASSED    [ 92%]
tests/train/test_losses.py::test_label_smoothing_eps_zero_equals_ce PASSED [ 92%]
tests/train/test_losses.py::test_label_smoothing_ignore_index PASSED     [ 92%]
tests/train/test_losses.py::test_sce_shape_and_finiteness PASSED         [ 92%]
tests/train/test_losses.py::test_sce_ignore_index PASSED                 [ 92%]
tests/train/test_losses.py::test_sce_no_neg_inf_on_onehot_log PASSED     [ 93%]
tests/train/test_losses.py::test_tier_weight_integration_shape PASSED    [ 93%]
tests/train/test_losses.py::test_build_loss_factory PASSED               [ 93%]
tests/train/test_model_registry.py::TestRegisterModel::test_register_model_builds_correct_uri PASSED [ 93%]
tests/train/test_model_registry.py::TestRegisterModel::test_register_model_default_name PASSED [ 93%]
tests/train/test_model_registry.py::TestPromoteToChampion::test_promote_calls_set_alias PASSED [ 93%]
tests/train/test_model_registry.py::TestGetChampionUri::test_default_model_name PASSED [ 93%]
tests/train/test_model_registry.py::TestGetChampionUri::test_custom_model_name PASSED [ 93%]
tests/train/test_model_registry.py::TestRollback::test_rollback_sets_champion_to_old_version PASSED [ 93%]
tests/train/test_rdrop.py::test_symmetric_kl_zero_when_identical PASSED  [ 94%]
tests/train/test_rdrop.py::test_symmetric_kl_is_symmetric PASSED         [ 94%]
tests/train/test_rdrop.py::test_rdrop_alpha_zero_matches_avg_ce PASSED   [ 94%]
tests/train/test_rdrop.py::test_rdrop_ignore_index_masks_kl PASSED       [ 94%]
tests/train/test_rdrop.py::test_rdrop_3d_logits_flatten PASSED           [ 94%]
tests/train/test_rdrop.py::test_rdrop_integrates_with_focal_loss PASSED  [ 94%]
tests/train/test_rdrop.py::test_rdrop_integrates_with_label_smoothing PASSED [ 94%]
tests/train/test_reproducibility.py::TestSeedEverything::test_same_seed_deterministic_torch PASSED [ 94%]
tests/train/test_reproducibility.py::TestSeedEverything::test_same_seed_deterministic_numpy PASSED [ 94%]
tests/train/test_reproducibility.py::TestSeedEverything::test_different_seeds_produce_different_output PASSED [ 95%]
tests/train/test_reproducibility.py::TestSeedEverything::test_cudnn_flags_set PASSED [ 95%]
tests/train/test_reproducibility.py::TestWorkerInitFn::test_different_workers_different_seeds PASSED [ 95%]
tests/train/test_reproducibility.py::TestCaptureEnvironment::test_returns_expected_keys PASSED [ 95%]
tests/train/test_reproducibility.py::TestCaptureEnvironment::test_python_version_populated PASSED [ 95%]
tests/train/test_reproducibility.py::TestCaptureEnvironment::test_torch_version_populated PASSED [ 95%]
tests/train/test_reproducibility.py::TestCaptureEnvironment::test_git_commit_not_empty PASSED [ 95%]
tests/train/test_scheduled_sampling.py::TestScheduledSampling::test_epoch_0_value PASSED [ 95%]
tests/train/test_scheduled_sampling.py::TestScheduledSampling::test_epoch_5_less_than_epoch_0 PASSED [ 95%]
tests/train/test_scheduled_sampling.py::TestScheduledSampling::test_epoch_20_near_zero PASSED [ 95%]
tests/train/test_scheduled_sampling.py::TestScheduledSampling::test_always_positive PASSED [ 96%]
tests/train/test_scheduled_sampling.py::TestScheduledSampling::test_monotonically_decreasing PASSED [ 96%]
tests/train/test_smoke.py::TestTrainingPipeline::test_end_to_end_tiny PASSED [ 96%]
tests/train/test_taac.py::TestInitialState::test_initial_phase PASSED    [ 96%]
tests/train/test_taac.py::TestInitialState::test_initial_allowed_tiers PASSED [ 96%]
tests/train/test_taac.py::TestInitialState::test_initial_phase_before_any_step PASSED [ 96%]
tests/train/test_taac.py::TestTransitionOnPlateau::test_transitions_after_patience_plateau_epochs PASSED [ 96%]
tests/train/test_taac.py::TestTransitionOnPlateau::test_no_transition_if_loss_keeps_improving PASSED [ 96%]
tests/train/test_taac.py::TestTransitionOnPlateau::test_plateau_count_resets_on_improvement PASSED [ 96%]
tests/train/test_taac.py::TestMinEpochs::test_no_transition_before_min_epochs PASSED [ 97%]
tests/train/test_taac.py::TestMinEpochs::test_still_at_initial_phase_after_one_plateau_step_with_high_min PASSED [ 97%]
tests/train/test_taac.py::TestMaxEpochs::test_force_transition_at_max_epochs PASSED [ 97%]
tests/train/test_taac.py::TestMaxEpochs::test_hard_cap_overrides_patience PASSED [ 97%]
tests/train/test_taac.py::TestFinalPhaseStability::test_stays_at_all_final PASSED [ 97%]
tests/train/test_taac.py::TestFinalPhaseStability::test_phase_idx_does_not_exceed_bound PASSED [ 97%]
